Country       ,Response_measure                            ,date_start ,date_end   ,stringency_score    ,intervention_duration ,intervention_category ,stringency_category
Luxembourg    ,AdaptationOfWorkplace                       ,2022-01-15 ,2022-03-10 , 20.0               ,                   54 ,Workplace             ,Low
Luxembourg    ,BanOnAllEvents                              ,2020-03-15 ,2020-06-24 , 75.0               ,                  101 ,Events                ,High
Luxembourg    ,ClosDaycare                                 ,2020-03-16 ,2020-05-24 , 20.0               ,                   69 ,Education             ,Low
Luxembourg    ,ClosDaycare                                 ,2020-12-28 ,2021-01-10 , 20.0               ,                   13 ,Education             ,Low
Luxembourg    ,ClosHigh                                    ,2020-03-16 ,2020-05-24 , 20.0               ,                   69 ,Education             ,Low
Luxembourg    ,ClosHigh                                    ,2020-12-28 ,2021-01-10 , 20.0               ,                   13 ,Education             ,Low
Luxembourg    ,ClosPrim                                    ,2020-03-16 ,2020-05-24 , 20.0               ,                   69 ,Education             ,Low
Luxembourg    ,ClosPrim                                    ,2021-01-04 ,2021-01-08 , 20.0               ,                    4 ,Education             ,Low
Luxembourg    ,ClosPubAny                                  ,2020-03-15 ,2020-03-15 , 20.0               ,                    0 ,Public Space          ,Low
Luxembourg    ,ClosPubAnyPartial                           ,2020-03-16 ,2022-03-10 , 20.0               ,                  724 ,Public Space          ,Low
Luxembourg    ,ClosSec                                     ,2020-03-16 ,2020-05-10 , 20.0               ,                   55 ,Education             ,Low
Luxembourg    ,ClosSec                                     ,2021-01-04 ,2021-01-08 , 20.0               ,                    4 ,Education             ,Low
Luxembourg    ,ClosureOfPublicTransportPartial             ,2020-03-16 ,2020-06-08 , 35.0               ,                   84 ,Transport             ,Low
Luxembourg    ,ClosureOfPublicTransportPartial             ,2021-05-31 ,2022-03-10 , 35.0               ,                  283 ,Transport             ,Low
Luxembourg    ,EntertainmentVenues                         ,2020-03-16 ,2020-05-10 , 20.0               ,                   55 ,Public Space          ,Low
Luxembourg    ,EntertainmentVenues                         ,2020-11-26 ,2021-01-15 , 20.0               ,                   50 ,Public Space          ,Low
Luxembourg    ,EntertainmentVenuesPartial                  ,2020-05-11 ,2020-11-25 , 20.0               ,                  198 ,Public Space          ,Low
Luxembourg    ,EntertainmentVenuesPartial                  ,2021-07-16 ,2022-03-10 , 20.0               ,                  237 ,Public Space          ,Low
Luxembourg    ,GymsSportsCentres                           ,2020-03-16 ,2020-05-29 , 20.0               ,                   74 ,Public Space          ,Low
Luxembourg    ,GymsSportsCentres                           ,2020-11-26 ,2021-01-10 , 20.0               ,                   45 ,Public Space          ,Low
Luxembourg    ,GymsSportsCentresPartial                    ,2021-01-11 ,2022-03-10 , 20.0               ,                  423 ,Public Space          ,Low
Luxembourg    ,IndoorOver100                               ,2020-09-22 ,2021-05-15 , 20.0               ,                  235 ,Gathering             ,Low
Luxembourg    ,IndoorOver1000                              ,2020-03-09 ,2020-03-14 , 20.0               ,                    5 ,Gathering             ,Low
Luxembourg    ,IndoorOver50                                ,2020-06-25 ,2020-09-21 , 20.0               ,                   88 ,Gathering             ,Low
Luxembourg    ,IndoorOver500                               ,2021-05-16 ,2021-06-21 , 20.0               ,                   36 ,Gathering             ,Low
Luxembourg    ,MasksMandatoryAllSpacesPartial              ,2020-03-18 ,2022-03-10 , 42.5               ,                  722 ,Masks                 ,Low
Luxembourg    ,MasksMandatoryClosedSpacesPartial           ,2022-03-11 ,2022-06-13 , 20.0               ,                   94 ,Masks                 ,Low
Luxembourg    ,MassGather50                                ,2020-03-15 ,2020-05-10 , 20.0               ,                   56 ,Gathering             ,Low
Luxembourg    ,MassGather50Partial                         ,2020-05-11 ,2020-09-21 , 20.0               ,                  133 ,Gathering             ,Low
Luxembourg    ,MassGatherAll                               ,2020-03-09 ,2020-03-16 , 20.0               ,                    7 ,Gathering             ,Low
Luxembourg    ,MassGatherAll                               ,2020-09-22 ,2021-06-12 , 20.0               ,                  263 ,Gathering             ,Low
Luxembourg    ,MassGatherAll                               ,2022-01-05 ,2022-02-11 , 20.0               ,                   37 ,Gathering             ,Low
Luxembourg    ,MassGatherAllPartial                        ,2020-03-17 ,2020-09-21 , 20.0               ,                  188 ,Gathering             ,Low
Luxembourg    ,MassGatherAllPartial                        ,2021-06-13 ,2022-01-04 , 20.0               ,                  205 ,Gathering             ,Low
Luxembourg    ,NonEssentialShops                           ,2020-03-15 ,2020-04-19 , 55.00000000000001  ,                   35 ,Business              ,Medium
Luxembourg    ,NonEssentialShopsPartial                    ,2020-04-20 ,2020-05-10 , 27.500000000000004 ,                   20 ,Business              ,Low
Luxembourg    ,NonEssentialShopsPartial                    ,2020-10-29 ,2021-04-06 , 27.500000000000004 ,                  159 ,Business              ,Low
Luxembourg    ,OutdoorOver100                              ,2020-09-22 ,2021-06-12 , 20.0               ,                  263 ,Gathering             ,Low
Luxembourg    ,OutdoorOver1000                             ,2021-06-13 ,2022-01-04 , 20.0               ,                  205 ,Gathering             ,Low
Luxembourg    ,OutdoorOver50                               ,2020-07-19 ,2020-09-21 , 20.0               ,                   64 ,Gathering             ,Low
Luxembourg    ,OutdoorOver500                              ,2020-06-25 ,2020-07-18 , 20.0               ,                   23 ,Gathering             ,Low
Luxembourg    ,OutdoorOver500                              ,2022-01-05 ,2022-02-11 , 20.0               ,                   37 ,Gathering             ,Low
Luxembourg    ,PrivateGatheringRestrictions                ,2020-03-16 ,2020-05-11 , 60.0               ,                   56 ,Gathering             ,Medium
Luxembourg    ,PrivateGatheringRestrictions                ,2020-07-19 ,2021-06-12 , 60.0               ,                  328 ,Gathering             ,Medium
Luxembourg    ,PrivateGatheringRestrictionsPartial         ,2021-06-13 ,2022-02-11 , 30.0               ,                  243 ,Gathering             ,Low
Luxembourg    ,QuarantineForInternationalTravellers        ,2021-05-06 ,2021-05-15 , 60.0               ,                    9 ,Travel                ,Medium
Luxembourg    ,QuarantineForInternationalTravellers        ,2021-11-27 ,2022-01-14 , 60.0               ,                   48 ,Travel                ,Medium
Luxembourg    ,RestaurantsCafes                            ,2020-03-18 ,2020-05-28 , 20.0               ,                   71 ,Business              ,Low
Luxembourg    ,RestaurantsCafes                            ,2020-11-25 ,2021-04-06 , 20.0               ,                  132 ,Business              ,Low
Luxembourg    ,RestaurantsCafesPartial                     ,2020-05-29 ,2020-11-24 , 20.0               ,                  179 ,Business              ,Low
Luxembourg    ,RestaurantsCafesPartial                     ,2021-04-07 ,2022-03-10 , 20.0               ,                  337 ,Business              ,Low
Luxembourg    ,StayHomeOrder                               ,2020-03-18 ,2020-04-19 ,100.0               ,                   32 ,Lockdown              ,High
Luxembourg    ,StayHomeOrderPartial                        ,2020-04-20 ,2020-05-11 , 50.0               ,                   21 ,Lockdown              ,Medium
Luxembourg    ,StayHomeOrderPartial                        ,2020-10-30 ,2021-06-12 , 50.0               ,                  225 ,Lockdown              ,Medium
Luxembourg    ,StayHomeRiskG                               ,2020-03-12 ,2020-06-27 , 20.0               ,                  107 ,Lockdown              ,Low
Luxembourg    ,Teleworking                                 ,2020-03-14 ,2022-06-29 , 20.0               ,                  837 ,Workplace             ,Low
Malta         ,BanOnAllEvents                              ,2020-03-13 ,2021-04-25 , 75.0               ,                  408 ,Events                ,High
Malta         ,BanOnAllEventsPartial                       ,2021-11-01 ,2022-04-21 , 37.5               ,                  171 ,Events                ,Low
Malta         ,ClosDaycare                                 ,2020-03-13 ,2020-06-30 , 20.0               ,                  109 ,Education             ,Low
Malta         ,ClosDaycare                                 ,2021-03-15 ,2021-04-11 , 20.0               ,                   27 ,Education             ,Low
Malta         ,ClosHigh                                    ,2020-03-13 ,2020-06-30 , 20.0               ,                  109 ,Education             ,Low
Malta         ,ClosHigh                                    ,2020-09-01 ,2022-02-10 , 20.0               ,                  527 ,Education             ,Low
Malta         ,ClosHighPartial                             ,2022-02-11 ,2022-07-11 , 20.0               ,                  150 ,Education             ,Low
Malta         ,ClosPrim                                    ,2020-03-13 ,2020-06-30 , 20.0               ,                  109 ,Education             ,Low
